title,amount,date,category
Transaction15 on Entertainment,141.0,"Mon, Mar 20, 2023",Entertainment
Transaction16 on Shopping,171.0,"Mon, Mar 20, 2023",Shopping
Transaction17 on Food,65.0,"Mon, Mar 20, 2023",Food
Transaction18 on Food,163.0,"Mon, Mar 20, 2023",Food
Transaction19 on Fitness,159.0,"Mon, Mar 20, 2023",Fitness
Transaction20 on Food,197.0,"Mon, Mar 20, 2023",Food
Transaction1 on Food,157.0,"Tue, Mar 21, 2023",Food
Transaction2 on Entertainment,178.0,"Tue, Mar 21, 2023",Entertainment
Transaction3 on Food,105.0,"Tue, Mar 21, 2023",Food
Transaction4 on Shopping,154.0,"Tue, Mar 21, 2023",Shopping
Transaction5 on Shopping,60.0,"Tue, Mar 21, 2023",Shopping
Transaction6 on Food,149.0,"Tue, Mar 21, 2023",Food
Transaction7 on Entertainment,94.0,"Tue, Mar 21, 2023",Entertainment
Transaction8 on Shopping,108.0,"Tue, Mar 21, 2023",Shopping
Transaction9 on Entertainment,73.0,"Tue, Mar 21, 2023",Entertainment
Transaction10 on Transportation,35.0,"Tue, Mar 21, 2023",Transportation
Transaction11 on Transportation,172.0,"Tue, Mar 21, 2023",Transportation
Transaction12 on Entertainment,145.0,"Tue, Mar 21, 2023",Entertainment
Transaction13 on Entertainment,160.0,"Tue, Mar 21, 2023",Entertainment
Transaction14 on Shopping,94.0,"Tue, Mar 21, 2023",Shopping
Transaction15 on Food,23.0,"Tue, Mar 21, 2023",Food
Transaction16 on Food,10.0,"Tue, Mar 21, 2023",Food
Transaction17 on Fitness,19.0,"Tue, Mar 21, 2023",Fitness
Transaction18 on Shopping,192.0,"Tue, Mar 21, 2023",Shopping
Transaction19 on Transportation,170.0,"Tue, Mar 21, 2023",Transportation
Transaction20 on Food,150.0,"Tue, Mar 21, 2023",Food
Transaction1 on Food,134.0,"Wed, Mar 22, 2023",Food
Transaction2 on Fitness,15.0,"Wed, Mar 22, 2023",Fitness
Transaction3 on Entertainment,152.0,"Wed, Mar 22, 2023",Entertainment
Transaction4 on Entertainment,161.0,"Wed, Mar 22, 2023",Entertainment
Transaction5 on Food,25.0,"Wed, Mar 22, 2023",Food
Transaction6 on Shopping,16.0,"Wed, Mar 22, 2023",Shopping
Transaction7 on Food,105.0,"Wed, Mar 22, 2023",Food
Transaction8 on Fitness,32.0,"Wed, Mar 22, 2023",Fitness
Transaction9 on Transportation,109.0,"Wed, Mar 22, 2023",Transportation
Transaction10 on Food,87.0,"Wed, Mar 22, 2023",Food
Transaction11 on Shopping,93.0,"Wed, Mar 22, 2023",Shopping
Transaction12 on Entertainment,52.0,"Wed, Mar 22, 2023",Entertainment
Transaction13 on Fitness,70.0,"Wed, Mar 22, 2023",Fitness
Transaction14 on Shopping,62.0,"Wed, Mar 22, 2023",Shopping
Transaction15 on Entertainment,110.0,"Wed, Mar 22, 2023",Entertainment
Transaction16 on Fitness,42.0,"Wed, Mar 22, 2023",Fitness
Transaction17 on Transportation,155.0,"Wed, Mar 22, 2023",Transportation
Transaction18 on Shopping,133.0,"Wed, Mar 22, 2023",Shopping
Transaction19 on Transportation,15.0,"Wed, Mar 22, 2023",Transportation
Transaction20 on Fitness,172.0,"Wed, Mar 22, 2023",Fitness
Transaction1 on Shopping,186.0,"Thu, Mar 23, 2023",Shopping
Transaction2 on Transportation,52.0,"Thu, Mar 23, 2023",Transportation
Transaction3 on Entertainment,65.0,"Thu, Mar 23, 2023",Entertainment
Transaction4 on Entertainment,90.0,"Thu, Mar 23, 2023",Entertainment
Transaction5 on Entertainment,69.0,"Thu, Mar 23, 2023",Entertainment
Transaction6 on Food,36.0,"Thu, Mar 23, 2023",Food
Transaction7 on Transportation,165.0,"Thu, Mar 23, 2023",Transportation
Transaction8 on Entertainment,14.0,"Thu, Mar 23, 2023",Entertainment
Transaction9 on Food,105.0,"Thu, Mar 23, 2023",Food
Transaction10 on Food,12.0,"Thu, Mar 23, 2023",Food
Transaction11 on Fitness,200.0,"Thu, Mar 23, 2023",Fitness
Transaction12 on Transportation,145.0,"Thu, Mar 23, 2023",Transportation
Transaction13 on Food,194.0,"Thu, Mar 23, 2023",Food
Transaction14 on Food,142.0,"Thu, Mar 23, 2023",Food
Transaction15 on Shopping,29.0,"Thu, Mar 23, 2023",Shopping
Transaction16 on Fitness,52.0,"Thu, Mar 23, 2023",Fitness
Transaction17 on Transportation,103.0,"Thu, Mar 23, 2023",Transportation
Transaction18 on Transportation,74.0,"Thu, Mar 23, 2023",Transportation
Transaction19 on Shopping,76.0,"Thu, Mar 23, 2023",Shopping
Transaction20 on Food,102.0,"Thu, Mar 23, 2023",Food
Transaction1 on Food,141.0,"Fri, Mar 24, 2023",Food
Transaction2 on Food,126.0,"Fri, Mar 24, 2023",Food
Transaction3 on Shopping,125.0,"Fri, Mar 24, 2023",Shopping
Transaction4 on Entertainment,11.0,"Fri, Mar 24, 2023",Entertainment
Transaction5 on Fitness,126.0,"Fri, Mar 24, 2023",Fitness
Transaction6 on Entertainment,78.0,"Fri, Mar 24, 2023",Entertainment
Transaction7 on Shopping,10.0,"Fri, Mar 24, 2023",Shopping
Transaction8 on Transportation,186.0,"Fri, Mar 24, 2023",Transportation
Transaction9 on Transportation,144.0,"Fri, Mar 24, 2023",Transportation
Transaction10 on Transportation,129.0,"Fri, Mar 24, 2023",Transportation
Transaction11 on Food,172.0,"Fri, Mar 24, 2023",Food
Transaction12 on Food,117.0,"Fri, Mar 24, 2023",Food
Transaction13 on Entertainment,13.0,"Fri, Mar 24, 2023",Entertainment
Transaction14 on Entertainment,84.0,"Fri, Mar 24, 2023",Entertainment
Transaction15 on Food,26.0,"Fri, Mar 24, 2023",Food
Transaction16 on Food,47.0,"Fri, Mar 24, 2023",Food
Transaction17 on Transportation,95.0,"Fri, Mar 24, 2023",Transportation
Transaction18 on Transportation,112.0,"Fri, Mar 24, 2023",Transportation
Transaction19 on Entertainment,14.0,"Fri, Mar 24, 2023",Entertainment
Transaction20 on Food,173.0,"Fri, Mar 24, 2023",Food
Transaction1 on Fitness,144.0,"Sat, Mar 25, 2023",Fitness
Transaction2 on Entertainment,145.0,"Sat, Mar 25, 2023",Entertainment
Transaction3 on Transportation,56.0,"Sat, Mar 25, 2023",Transportation
Transaction4 on Transportation,149.0,"Sat, Mar 25, 2023",Transportation
Transaction5 on Transportation,94.0,"Sat, Mar 25, 2023",Transportation
Transaction6 on Transportation,145.0,"Sat, Mar 25, 2023",Transportation
Transaction7 on Food,66.0,"Sat, Mar 25, 2023",Food
Transaction8 on Entertainment,44.0,"Sat, Mar 25, 2023",Entertainment
Transaction9 on Transportation,188.0,"Sat, Mar 25, 2023",Transportation
Transaction10 on Transportation,87.0,"Sat, Mar 25, 2023",Transportation
Transaction11 on Entertainment,192.0,"Sat, Mar 25, 2023",Entertainment
Transaction12 on Shopping,85.0,"Sat, Mar 25, 2023",Shopping
Transaction13 on Fitness,93.0,"Sat, Mar 25, 2023",Fitness
Transaction14 on Entertainment,192.0,"Sat, Mar 25, 2023",Entertainment
Transaction15 on Entertainment,53.0,"Sat, Mar 25, 2023",Entertainment
Transaction16 on Shopping,120.0,"Sat, Mar 25, 2023",Shopping
Transaction17 on Fitness,33.0,"Sat, Mar 25, 2023",Fitness
Transaction18 on Fitness,157.0,"Sat, Mar 25, 2023",Fitness
Transaction19 on Fitness,76.0,"Sat, Mar 25, 2023",Fitness
Transaction20 on Transportation,25.0,"Sat, Mar 25, 2023",Transportation
Transaction1 on Transportation,78.0,"Sun, Mar 26, 2023",Transportation
Transaction2 on Shopping,18.0,"Sun, Mar 26, 2023",Shopping
Transaction3 on Fitness,131.0,"Sun, Mar 26, 2023",Fitness
Transaction4 on Shopping,14.0,"Sun, Mar 26, 2023",Shopping
Transaction5 on Food,148.0,"Sun, Mar 26, 2023",Food
Transaction6 on Entertainment,12.0,"Sun, Mar 26, 2023",Entertainment
Transaction7 on Entertainment,133.0,"Sun, Mar 26, 2023",Entertainment
Transaction8 on Transportation,94.0,"Sun, Mar 26, 2023",Transportation
Transaction9 on Entertainment,60.0,"Sun, Mar 26, 2023",Entertainment
Transaction10 on Shopping,48.0,"Sun, Mar 26, 2023",Shopping
Transaction11 on Fitness,37.0,"Sun, Mar 26, 2023",Fitness
Transaction12 on Fitness,158.0,"Sun, Mar 26, 2023",Fitness
Transaction13 on Entertainment,30.0,"Sun, Mar 26, 2023",Entertainment
Transaction14 on Shopping,199.0,"Sun, Mar 26, 2023",Shopping
Transaction15 on Transportation,49.0,"Sun, Mar 26, 2023",Transportation
Transaction16 on Shopping,98.0,"Sun, Mar 26, 2023",Shopping
Transaction17 on Transportation,28.0,"Sun, Mar 26, 2023",Transportation
Transaction18 on Shopping,156.0,"Sun, Mar 26, 2023",Shopping
Transaction19 on Shopping,76.0,"Sun, Mar 26, 2023",Shopping
Transaction20 on Transportation,65.0,"Sun, Mar 26, 2023",Transportation
Transaction1 on Fitness,166.0,"Mon, Mar 27, 2023",Fitness
Transaction2 on Entertainment,112.0,"Mon, Mar 27, 2023",Entertainment
Transaction3 on Shopping,62.0,"Mon, Mar 27, 2023",Shopping
Transaction4 on Fitness,49.0,"Mon, Mar 27, 2023",Fitness
Transaction5 on Transportation,84.0,"Mon, Mar 27, 2023",Transportation
Transaction6 on Shopping,135.0,"Mon, Mar 27, 2023",Shopping
Transaction7 on Fitness,144.0,"Mon, Mar 27, 2023",Fitness
Transaction8 on Fitness,41.0,"Mon, Mar 27, 2023",Fitness
Transaction9 on Food,73.0,"Mon, Mar 27, 2023",Food
Transaction10 on Transportation,86.0,"Mon, Mar 27, 2023",Transportation
Transaction11 on Shopping,77.0,"Mon, Mar 27, 2023",Shopping
Transaction12 on Transportation,89.0,"Mon, Mar 27, 2023",Transportation
Transaction13 on Entertainment,16.0,"Mon, Mar 27, 2023",Entertainment
Transaction14 on Fitness,58.0,"Mon, Mar 27, 2023",Fitness
Transaction15 on Food,79.0,"Mon, Mar 27, 2023",Food
Transaction16 on Fitness,165.0,"Mon, Mar 27, 2023",Fitness
Transaction17 on Transportation,47.0,"Mon, Mar 27, 2023",Transportation
Transaction18 on Entertainment,21.0,"Mon, Mar 27, 2023",Entertainment
Transaction19 on Transportation,82.0,"Mon, Mar 27, 2023",Transportation
Transaction20 on Shopping,195.0,"Mon, Mar 27, 2023",Shopping
Transaction1 on Food,130.0,"Tue, Mar 28, 2023",Food
Transaction2 on Shopping,147.0,"Tue, Mar 28, 2023",Shopping
Transaction3 on Entertainment,16.0,"Tue, Mar 28, 2023",Entertainment
Transaction4 on Entertainment,159.0,"Tue, Mar 28, 2023",Entertainment
Transaction5 on Food,37.0,"Tue, Mar 28, 2023",Food
Transaction6 on Shopping,25.0,"Tue, Mar 28, 2023",Shopping
Transaction7 on Food,16.0,"Tue, Mar 28, 2023",Food
Transaction8 on Transportation,141.0,"Tue, Mar 28, 2023",Transportation
Transaction9 on Fitness,156.0,"Tue, Mar 28, 2023",Fitness
Transaction10 on Fitness,123.0,"Tue, Mar 28, 2023",Fitness
Transaction11 on Fitness,38.0,"Tue, Mar 28, 2023",Fitness
Transaction12 on Entertainment,16.0,"Tue, Mar 28, 2023",Entertainment
Transaction13 on Shopping,100.0,"Tue, Mar 28, 2023",Shopping
Transaction14 on Entertainment,93.0,"Tue, Mar 28, 2023",Entertainment
Transaction15 on Shopping,23.0,"Tue, Mar 28, 2023",Shopping
Transaction16 on Shopping,127.0,"Tue, Mar 28, 2023",Shopping
Transaction17 on Transportation,110.0,"Tue, Mar 28, 2023",Transportation
Transaction18 on Fitness,22.0,"Tue, Mar 28, 2023",Fitness
Transaction19 on Fitness,100.0,"Tue, Mar 28, 2023",Fitness
Transaction20 on Entertainment,158.0,"Tue, Mar 28, 2023",Entertainment
Transaction1 on Fitness,187.0,"Wed, Mar 29, 2023",Fitness
Transaction2 on Entertainment,154.0,"Wed, Mar 29, 2023",Entertainment
Transaction3 on Shopping,194.0,"Wed, Mar 29, 2023",Shopping
Transaction4 on Shopping,138.0,"Wed, Mar 29, 2023",Shopping
Transaction5 on Shopping,31.0,"Wed, Mar 29, 2023",Shopping
Transaction6 on Food,7.0,"Wed, Mar 29, 2023",Food
Transaction7 on Entertainment,170.0,"Wed, Mar 29, 2023",Entertainment
Transaction8 on Entertainment,120.0,"Wed, Mar 29, 2023",Entertainment
Transaction9 on Entertainment,159.0,"Wed, Mar 29, 2023",Entertainment
Transaction10 on Entertainment,175.0,"Wed, Mar 29, 2023",Entertainment
Transaction11 on Transportation,164.0,"Wed, Mar 29, 2023",Transportation
Transaction12 on Entertainment,77.0,"Wed, Mar 29, 2023",Entertainment
Transaction13 on Transportation,55.0,"Wed, Mar 29, 2023",Transportation
Transaction14 on Food,81.0,"Wed, Mar 29, 2023",Food
Transaction15 on Transportation,157.0,"Wed, Mar 29, 2023",Transportation
Transaction16 on Transportation,92.0,"Wed, Mar 29, 2023",Transportation
Transaction17 on Entertainment,36.0,"Wed, Mar 29, 2023",Entertainment
Transaction18 on Food,28.0,"Wed, Mar 29, 2023",Food
Transaction19 on Shopping,61.0,"Wed, Mar 29, 2023",Shopping
Transaction20 on Fitness,106.0,"Wed, Mar 29, 2023",Fitness
Transaction1 on Food,196.0,"Thu, Mar 30, 2023",Food
Transaction2 on Entertainment,163.0,"Thu, Mar 30, 2023",Entertainment
Transaction3 on Transportation,150.0,"Thu, Mar 30, 2023",Transportation
Transaction4 on Shopping,90.0,"Thu, Mar 30, 2023",Shopping
Transaction5 on Fitness,30.0,"Thu, Mar 30, 2023",Fitness
Transaction6 on Entertainment,144.0,"Thu, Mar 30, 2023",Entertainment
Transaction7 on Transportation,177.0,"Thu, Mar 30, 2023",Transportation
Transaction8 on Food,29.0,"Thu, Mar 30, 2023",Food
Transaction9 on Food,13.0,"Thu, Mar 30, 2023",Food
Transaction10 on Food,93.0,"Thu, Mar 30, 2023",Food
Transaction11 on Transportation,59.0,"Thu, Mar 30, 2023",Transportation
Transaction12 on Transportation,105.0,"Thu, Mar 30, 2023",Transportation
Transaction13 on Food,30.0,"Thu, Mar 30, 2023",Food
Transaction14 on Shopping,84.0,"Thu, Mar 30, 2023",Shopping
Transaction15 on Food,45.0,"Thu, Mar 30, 2023",Food
Transaction16 on Shopping,45.0,"Thu, Mar 30, 2023",Shopping
Transaction17 on Transportation,186.0,"Thu, Mar 30, 2023",Transportation
Transaction18 on Shopping,71.0,"Thu, Mar 30, 2023",Shopping
Transaction19 on Fitness,41.0,"Thu, Mar 30, 2023",Fitness
Transaction20 on Fitness,83.0,"Thu, Mar 30, 2023",Fitness
Transaction1 on Food,120.0,"Fri, Mar 31, 2023",Food
Transaction2 on Entertainment,174.0,"Fri, Mar 31, 2023",Entertainment
Transaction3 on Transportation,58.0,"Fri, Mar 31, 2023",Transportation
Transaction4 on Food,147.0,"Fri, Mar 31, 2023",Food
Transaction5 on Shopping,7.0,"Fri, Mar 31, 2023",Shopping
Transaction6 on Transportation,107.0,"Fri, Mar 31, 2023",Transportation
Transaction7 on Fitness,19.0,"Fri, Mar 31, 2023",Fitness
Transaction8 on Entertainment,108.0,"Fri, Mar 31, 2023",Entertainment
Transaction9 on Fitness,71.0,"Fri, Mar 31, 2023",Fitness
Transaction10 on Shopping,90.0,"Fri, Mar 31, 2023",Shopping
Transaction11 on Transportation,133.0,"Fri, Mar 31, 2023",Transportation
Transaction12 on Fitness,137.0,"Fri, Mar 31, 2023",Fitness
Transaction13 on Shopping,9.0,"Fri, Mar 31, 2023",Shopping
Transaction14 on Transportation,31.0,"Fri, Mar 31, 2023",Transportation
Transaction15 on Fitness,135.0,"Fri, Mar 31, 2023",Fitness
Transaction16 on Food,54.0,"Fri, Mar 31, 2023",Food
Transaction17 on Shopping,123.0,"Fri, Mar 31, 2023",Shopping
Transaction18 on Transportation,57.0,"Fri, Mar 31, 2023",Transportation
Transaction19 on Entertainment,98.0,"Fri, Mar 31, 2023",Entertainment
Transaction20 on Fitness,99.0,"Fri, Mar 31, 2023",Fitness
Transaction1 on Transportation,73.0,"Sat, Apr 01, 2023",Transportation
Transaction2 on Shopping,90.0,"Sat, Apr 01, 2023",Shopping
Transaction3 on Shopping,42.0,"Sat, Apr 01, 2023",Shopping
Transaction4 on Entertainment,116.0,"Sat, Apr 01, 2023",Entertainment
Transaction5 on Fitness,178.0,"Sat, Apr 01, 2023",Fitness
Transaction6 on Fitness,150.0,"Sat, Apr 01, 2023",Fitness
Transaction7 on Fitness,54.0,"Sat, Apr 01, 2023",Fitness
Transaction8 on Entertainment,143.0,"Sat, Apr 01, 2023",Entertainment
Transaction9 on Fitness,46.0,"Sat, Apr 01, 2023",Fitness
Transaction10 on Fitness,101.0,"Sat, Apr 01, 2023",Fitness
Transaction11 on Fitness,172.0,"Sat, Apr 01, 2023",Fitness
Transaction12 on Transportation,192.0,"Sat, Apr 01, 2023",Transportation
Transaction13 on Food,18.0,"Sat, Apr 01, 2023",Food
Transaction14 on Shopping,10.0,"Sat, Apr 01, 2023",Shopping
Transaction15 on Fitness,102.0,"Sat, Apr 01, 2023",Fitness
Transaction16 on Transportation,21.0,"Sat, Apr 01, 2023",Transportation
Transaction17 on Fitness,11.0,"Sat, Apr 01, 2023",Fitness
Transaction18 on Transportation,155.0,"Sat, Apr 01, 2023",Transportation
Transaction19 on Food,122.0,"Sat, Apr 01, 2023",Food
Transaction20 on Shopping,189.0,"Sat, Apr 01, 2023",Shopping
Transaction1 on Transportation,34.0,"Sun, Apr 02, 2023",Transportation
Transaction2 on Transportation,88.0,"Sun, Apr 02, 2023",Transportation
Transaction3 on Entertainment,29.0,"Sun, Apr 02, 2023",Entertainment
Transaction4 on Food,70.0,"Sun, Apr 02, 2023",Food
Transaction5 on Shopping,123.0,"Sun, Apr 02, 2023",Shopping
Transaction6 on Food,34.0,"Sun, Apr 02, 2023",Food
Transaction7 on Transportation,50.0,"Sun, Apr 02, 2023",Transportation
Transaction8 on Entertainment,98.0,"Sun, Apr 02, 2023",Entertainment
Transaction9 on Fitness,138.0,"Sun, Apr 02, 2023",Fitness
Transaction10 on Fitness,198.0,"Sun, Apr 02, 2023",Fitness
Transaction11 on Shopping,74.0,"Sun, Apr 02, 2023",Shopping
Transaction12 on Fitness,152.0,"Sun, Apr 02, 2023",Fitness
Transaction13 on Food,121.0,"Sun, Apr 02, 2023",Food
Transaction14 on Shopping,17.0,"Sun, Apr 02, 2023",Shopping
Transaction15 on Entertainment,29.0,"Sun, Apr 02, 2023",Entertainment
Transaction16 on Entertainment,58.0,"Sun, Apr 02, 2023",Entertainment
Transaction17 on Food,150.0,"Sun, Apr 02, 2023",Food
Transaction18 on Transportation,31.0,"Sun, Apr 02, 2023",Transportation
Transaction19 on Entertainment,98.0,"Sun, Apr 02, 2023",Entertainment
Transaction20 on Transportation,185.0,"Sun, Apr 02, 2023",Transportation
Transaction1 on Entertainment,94.0,"Mon, Apr 03, 2023",Entertainment
Transaction2 on Food,167.0,"Mon, Apr 03, 2023",Food
Transaction3 on Shopping,168.0,"Mon, Apr 03, 2023",Shopping
Transaction4 on Shopping,69.0,"Mon, Apr 03, 2023",Shopping
Transaction5 on Transportation,51.0,"Mon, Apr 03, 2023",Transportation
Transaction6 on Shopping,75.0,"Mon, Apr 03, 2023",Shopping
Transaction7 on Entertainment,143.0,"Mon, Apr 03, 2023",Entertainment
Transaction8 on Fitness,137.0,"Mon, Apr 03, 2023",Fitness
Transaction9 on Entertainment,140.0,"Mon, Apr 03, 2023",Entertainment
Transaction10 on Food,22.0,"Mon, Apr 03, 2023",Food
Transaction11 on Food,142.0,"Mon, Apr 03, 2023",Food
Transaction12 on Transportation,29.0,"Mon, Apr 03, 2023",Transportation
Transaction13 on Food,121.0,"Mon, Apr 03, 2023",Food
Transaction14 on Entertainment,186.0,"Mon, Apr 03, 2023",Entertainment
Transaction15 on Transportation,193.0,"Mon, Apr 03, 2023",Transportation
Transaction16 on Transportation,187.0,"Mon, Apr 03, 2023",Transportation
Transaction17 on Shopping,140.0,"Mon, Apr 03, 2023",Shopping
Transaction18 on Transportation,106.0,"Mon, Apr 03, 2023",Transportation
Transaction19 on Fitness,94.0,"Mon, Apr 03, 2023",Fitness
Transaction20 on Shopping,147.0,"Mon, Apr 03, 2023",Shopping
Transaction1 on Fitness,144.0,"Tue, Apr 04, 2023",Fitness
Transaction2 on Food,198.0,"Tue, Apr 04, 2023",Food
Transaction3 on Food,171.0,"Tue, Apr 04, 2023",Food
Transaction4 on Entertainment,105.0,"Tue, Apr 04, 2023",Entertainment
Transaction5 on Food,166.0,"Tue, Apr 04, 2023",Food
Transaction6 on Transportation,78.0,"Tue, Apr 04, 2023",Transportation
Transaction7 on Entertainment,174.0,"Tue, Apr 04, 2023",Entertainment
Transaction8 on Food,149.0,"Tue, Apr 04, 2023",Food
Transaction9 on Fitness,34.0,"Tue, Apr 04, 2023",Fitness
Transaction10 on Entertainment,7.0,"Tue, Apr 04, 2023",Entertainment
Transaction11 on Shopping,153.0,"Tue, Apr 04, 2023",Shopping
Transaction12 on Entertainment,80.0,"Tue, Apr 04, 2023",Entertainment
Transaction13 on Entertainment,111.0,"Tue, Apr 04, 2023",Entertainment
Transaction14 on Entertainment,151.0,"Tue, Apr 04, 2023",Entertainment
Transaction15 on Shopping,125.0,"Tue, Apr 04, 2023",Shopping
Transaction16 on Transportation,121.0,"Tue, Apr 04, 2023",Transportation
Transaction17 on Food,27.0,"Tue, Apr 04, 2023",Food
Transaction18 on Shopping,103.0,"Tue, Apr 04, 2023",Shopping
Transaction19 on Food,40.0,"Tue, Apr 04, 2023",Food
Transaction20 on Shopping,75.0,"Tue, Apr 04, 2023",Shopping
Transaction1 on Shopping,174.0,"Wed, Apr 05, 2023",Shopping
Transaction2 on Shopping,14.0,"Wed, Apr 05, 2023",Shopping
Transaction3 on Entertainment,54.0,"Wed, Apr 05, 2023",Entertainment
Transaction4 on Shopping,112.0,"Wed, Apr 05, 2023",Shopping
Transaction5 on Transportation,92.0,"Wed, Apr 05, 2023",Transportation
Transaction6 on Shopping,55.0,"Wed, Apr 05, 2023",Shopping
Transaction7 on Shopping,197.0,"Wed, Apr 05, 2023",Shopping
Transaction8 on Entertainment,80.0,"Wed, Apr 05, 2023",Entertainment
Transaction9 on Food,131.0,"Wed, Apr 05, 2023",Food
Transaction10 on Transportation,111.0,"Wed, Apr 05, 2023",Transportation
Transaction11 on Entertainment,25.0,"Wed, Apr 05, 2023",Entertainment
